Date,Month,Year,Company,Pipeline,Key Point,Latitude,Longitude,Direction Of Flow,Trade Type,Product,Throughput (1000 m3/d),Nameplate Capacity (1000 m3/d),Available Capacity (1000 m3/d),Reason For Variance
2019-06-01,6,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2019-06-01,6,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,47.0,Heavy percentage
2019-07-01,7,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2019-07-01,7,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,10.9,,,
2019-07-01,7,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,5.7,,,
2019-07-01,7,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2019-07-01,7,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,34.4,,,
2019-07-01,7,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,0.8,,,
2019-07-01,7,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2019-07-01,7,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,54.0,Heavy percentage; carry over
2019-08-01,8,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2019-08-01,8,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,9.3,,,
2019-08-01,8,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,4.5,,,
2019-08-01,8,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2019-08-01,8,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,30.3,,,
2019-08-01,8,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,2.8,,,
2019-08-01,8,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.8,,,
2019-08-01,8,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,46.0,Heavy percentage; carry over; maintenance
2019-09-01,9,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2019-09-01,9,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,9.1,,,
2019-09-01,9,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,4.7,,,
2019-09-01,9,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2019-09-01,9,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,33.8,,,
2019-09-01,9,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,3.8,,,
2019-09-01,9,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2019-09-01,9,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,52.0,Maintenance
2019-10-01,10,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2019-10-01,10,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,10.0,,,
2019-10-01,10,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,4.9,,,
2019-10-01,10,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2019-10-01,10,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,34.7,,,
2019-10-01,10,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,0.0,,,
2019-10-01,10,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.8,,,
2019-10-01,10,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,50.0,Maintenance
2019-11-01,11,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2019-11-01,11,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,9.5,,,
2019-11-01,11,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,4.3,,,
2019-11-01,11,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2019-11-01,11,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,32.3,,,
2019-11-01,11,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,2.3,,,
2019-11-01,11,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.9,,,
2019-11-01,11,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,51.0,Heavy percentage
2019-12-01,12,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2019-12-01,12,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8.9,,,
2019-12-01,12,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,3.2,,,
2019-12-01,12,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2019-12-01,12,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,31.2,,,
2019-12-01,12,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,5.6,,,
2019-12-01,12,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2019-12-01,12,2019,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,49.0,Heavy percentage; maintenance
2020-01-01,1,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2020-01-01,1,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,9.0,,,
2020-01-01,1,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,5.0,,,
2020-01-01,1,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2020-01-01,1,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,31.0,,,
2020-01-01,1,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,1.0,,,
2020-01-01,1,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2020-01-01,1,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,46.0,Heavy percentage; maintenance
2020-02-01,2,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2020-02-01,2,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,2.0,,,
2020-02-01,2,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,2.0,,,
2020-02-01,2,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2020-02-01,2,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,29.0,,,
2020-02-01,2,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,9.0,,,
2020-02-01,2,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,5.0,,,
2020-02-01,2,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,49.0,Heavy percentage; maintenance
2020-03-01,3,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2020-03-01,3,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,3.0,,,
2020-03-01,3,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,5.0,,,
2020-03-01,3,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2020-03-01,3,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,31.0,,,
2020-03-01,3,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,6.0,,,
2020-03-01,3,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,4.0,,,
2020-03-01,3,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,52.0,Heavy percentage; maintenance
2020-04-01,4,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2020-04-01,4,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,5.0,,,
2020-04-01,4,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,4.0,,,
2020-04-01,4,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2020-04-01,4,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,29.0,,,
2020-04-01,4,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,4.0,,,
2020-04-01,4,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,5.0,,,
2020-04-01,4,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,47.0,Heavy percentage; carry over; maintenance
2020-05-01,5,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2020-05-01,5,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,9.0,,,
2020-05-01,5,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,4.0,,,
2020-05-01,5,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2020-05-01,5,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,19.0,,,
2020-05-01,5,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,15.0,,,
2020-05-01,5,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2020-05-01,5,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,47.0,Heavy percentage; maintenance
2020-06-01,6,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2020-06-01,6,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8.0,,,
2020-06-01,6,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,4.0,,,
2020-06-01,6,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2020-06-01,6,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,25.0,,,
2020-06-01,6,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,8.0,,,
2020-06-01,6,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2020-06-01,6,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,47.0,Maintenance
2020-07-01,7,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2020-07-01,7,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8.0,,,
2020-07-01,7,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,4.0,,,
2020-07-01,7,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2020-07-01,7,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,37.0,,,
2020-07-01,7,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,0.0,,,
2020-07-01,7,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2020-07-01,7,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,47.0,"Maintenance, carryover "
2020-08-01,8,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2020-08-01,8,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,10.0,,,
2020-08-01,8,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,6.0,,,
2020-08-01,8,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2020-08-01,8,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,39.0,,,
2020-08-01,8,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,1.0,,,
2020-08-01,8,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2020-08-01,8,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,58.0,
2020-09-01,9,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2020-09-01,9,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,10.0,,,
2020-09-01,9,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,4.0,,,
2020-09-01,9,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2020-09-01,9,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,32.0,,,
2020-09-01,9,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,0.0,,,
2020-09-01,9,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,2.0,,,
2020-09-01,9,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,51.0,"Heavy percentage, maintenance"
2020-10-01,10,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2020-10-01,10,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,11.0,,,
2020-10-01,10,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,6.0,,,
2020-10-01,10,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2020-10-01,10,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,33.0,,,
2020-10-01,10,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,6.0,,,
2020-10-01,10,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2020-10-01,10,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,56.0,
2020-11-01,11,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2020-11-01,11,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,9.0,,,
2020-11-01,11,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,4.0,,,
2020-11-01,11,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2020-11-01,11,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,34.0,,,
2020-11-01,11,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,3.0,,,
2020-11-01,11,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2020-11-01,11,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,47.0,"Maintenance, carryover "
2020-12-01,12,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2020-12-01,12,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,10.0,,,
2020-12-01,12,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,3.0,,,
2020-12-01,12,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2020-12-01,12,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,35.0,,,
2020-12-01,12,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,5.0,,,
2020-12-01,12,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2020-12-01,12,2020,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,53.0,
2021-01-01,1,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2021-01-01,1,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,9.0,,,
2021-01-01,1,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,3.0,,,
2021-01-01,1,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2021-01-01,1,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,32.0,,,
2021-01-01,1,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,3.0,,,
2021-01-01,1,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2021-01-01,1,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,50.0,
2021-02-01,2,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2021-02-01,2,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,10.0,,,
2021-02-01,2,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,3.0,,,
2021-02-01,2,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2021-02-01,2,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,32.0,,,
2021-02-01,2,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,6.0,,,
2021-02-01,2,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2021-02-01,2,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,50.0,
2021-03-01,3,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2021-03-01,3,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,10.0,,,
2021-03-01,3,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,4.0,,,
2021-03-01,3,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2021-03-01,3,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,37.0,,,
2021-03-01,3,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,3.0,,,
2021-03-01,3,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2021-03-01,3,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,54.0,
2021-04-01,4,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2021-04-01,4,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,9.0,,,
2021-04-01,4,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,5.0,,,
2021-04-01,4,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2021-04-01,4,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,33.0,,,
2021-04-01,4,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,8.0,,,
2021-04-01,4,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2021-04-01,4,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,53.0,
2021-05-01,5,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2021-05-01,5,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8.0,,,
2021-05-01,5,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,4.0,,,
2021-05-01,5,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2021-05-01,5,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,34.0,,,
2021-05-01,5,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,7.0,,,
2021-05-01,5,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0.0,,,
2021-05-01,5,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,system,,,all,all,all,,,55.0,
2021-06-01,6,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0.0,,,
2021-06-01,6,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,9.0,,,
2021-06-01,6,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,5.0,,,
2021-06-01,6,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0.0,,,
2021-06-01,6,2021,Trans Mountain Pipeline ULC,Trans Mountain pipeline,Sumas,49.0766,-122.203,south,export,domestic light,36.0,,,
